ID,RA,Dec,ID_Simbad
[KPS2012]_MWSC_5060,10 10 28.000,-14 02 42.000,
[KPS2012]_MWSC_1354,07 49 57.000,-14 01 18.000,[KPS2012]_MWSC_1354
NAME_Basel_11A,07 17 11.040,-13 59 16.800,NAME_Basel_11A
NGC_2401,07 29 24.480,-13 58 04.800,NGC_2401
[KPS2012]_MWSC_5726,19 53 26.000,-13 57 36.000,
[KPS2012]_MWSC_3055,19 09 38.000,-13 54 00.000,[KPS2012]_MWSC_3055
NGC_2423,07 37 11.760,-13 51 46.800,NGC_2423
[KPS2012]_MWSC_1256,07 31 55.000,-13 50 06.000,[KPS2012]_MWSC_1256
[KPS2012]_MWSC_1105,07 07 08.400,-13 49 37.200,[KPS2012]_MWSC_1105
[KPR2005]_40,07 33 40.000,-13 45 54.000,[KPR2005]_40
[KPS2012]_MWSC_1260,07 32 52.000,-13 44 42.000,[KPS2012]_MWSC_1260
NGC_2318,06 59 24.960,-13 49 19.200,NGC_2318
[KPS2012]_MWSC_1015,06 54 30.000,-13 39 30.000,[KPS2012]_MWSC_1015
C_0659-135,07 01 45.000,-13 33 36.000,C_0659-135
TYC_597-1489-1,06 54 05.000,-13 33 18.000,TYC_597-1489-1
[KPS2012]_MWSC_5295,15 34 39.000,-13 22 48.000,
[KPS2012]_MWSC_1112,07 07 31.920,-13 19 40.800,[KPS2012]_MWSC_1112
Cl_Trumpler_32,18 17 10.560,-13 20 56.400,Cl_Trumpler_32
[KPS2012]_MWSC_2843,18 13 04.000,-13 19 30.000,[KPS2012]_MWSC_2843
C_0653-132,06 55 55.000,-13 16 48.000,C_0653-132
NGC_2374,07 24 03.840,-13 14 06.000,NGC_2374
[KPS2012]_MWSC_1005,06 52 29.000,-13 14 06.000,[KPS2012]_MWSC_1005
Cl_Berkeley_33,06 57 49.440,-13 13 37.200,Cl_Berkeley_33
NGC_2345,07 08 18.000,-13 11 56.400,NGC_2345
Cl_Berkeley_36,07 16 25.200,-13 11 45.600,Cl_Berkeley_36
Cl_Haffner_6,07 19 59.520,-13 09 03.600,Cl_Haffner_6
NGC_6639,18 30 58.000,-13 08 24.000,NGC_6639
[BBD2003]_Object_3,18 26 04.560,-13 03 28.800,[BBD2003]_Object_3
NGC_2413,07 33 04.000,-12 59 24.000,NGC_2413
[KPS2012]_MWSC_1044,06 59 17.000,-12 57 00.000,[KPS2012]_MWSC_1044
[KPS2012]_MWSC_5732,20 04 07.000,-12 55 42.000,
[KPS2012]_MWSC_1121,07 08 18.000,-12 53 24.000,[KPS2012]_MWSC_1121
NGC_2539,08 10 37.920,-12 50 02.400,NGC_2539
[KPS2012]_MWSC_1110,07 07 23.000,-12 47 00.000,[KPS2012]_MWSC_1110
C_0729-126,07 31 51.360,-12 47 06.000,C_0729-126
[KPS2012]_MWSC_1097,07 06 18.000,-12 34 12.000,[KPS2012]_MWSC_1097
[KPS2012]_MWSC_1117,07 07 59.000,-12 27 48.000,[KPS2012]_MWSC_1117
Cl_Ruprecht_141,18 31 19.000,-12 19 36.000,Cl_Ruprecht_141
[KPS2012]_MWSC_5811,23 03 04.000,-12 18 54.000,
C_0721-122,07 23 06.480,-12 18 36.000,C_0721-122
Cl_Dias_6,18 30 28.080,-12 19 48.000,Cl_Dias_6
NGC_6604,18 18 02.000,-12 14 18.000,NGC_6604
[KPS2012]_MWSC_0681,05 51 41.000,-12 13 12.000,[KPS2012]_MWSC_0681
Cl_Ruprecht_142,18 32 13.000,-12 12 54.000,Cl_Ruprecht_142
[KPS2012]_MWSC_5735,20 09 22.000,-12 11 06.000,
Cl_Ruprecht_143,18 32 41.760,-12 08 52.800,Cl_Ruprecht_143
Cl_Melotte_71,07 37 31.920,-12 03 54.000,Cl_Melotte_71
NGC_6631,18 27 09.600,-12 01 44.400,NGC_6631
[KPS2012]_MWSC_0709,06 02 37.000,-12 01 06.000,[KPS2012]_MWSC_0709
[KPS2012]_MWSC_1088,07 04 23.000,-12 00 18.000,[KPS2012]_MWSC_1088
[KPS2012]_MWSC_1051,06 59 37.000,-11 58 24.000,[KPS2012]_MWSC_1051
[KPS2012]_MWSC_2923,18 29 04.000,-11 58 00.000,[KPS2012]_MWSC_2923
NGC_6625,18 22 47.000,-11 57 18.000,NGC_6625
[KPR2005]_92,17 51 07.000,-11 52 48.000,[KPR2005]_92
[KPS2012]_MWSC_3179,19 47 13.000,-11 51 18.000,[KPS2012]_MWSC_3179
[KPS2012]_MWSC_0976,06 45 28.000,-11 47 24.000,[KPS2012]_MWSC_0976
NGC_2396,07 27 56.160,-11 43 30.000,NGC_2396
Cl_Berkeley_76,07 06 41.280,-11 44 06.000,Cl_Berkeley_76
C_1755-116,17 58 02.640,-11 38 45.600,C_1755-116
[KPS2012]_MWSC_5029,08 45 38.000,-11 39 18.000,
[KPS2012]_MWSC_1092,07 05 50.000,-11 37 30.000,[KPS2012]_MWSC_1092
[KPS2012]_MWSC_0742,06 08 20.000,-11 30 00.000,[KPS2012]_MWSC_0742
[KPS2012]_MWSC_2930,18 30 11.000,-11 30 00.000,[KPS2012]_MWSC_2930
[KPS2012]_MWSC_4606,21 06 07.000,-11 28 12.000,[KPS2012]_MWSC_4606
[KPS2012]_MWSC_1073,07 02 40.000,-11 26 06.000,[KPS2012]_MWSC_1073
Cl_Ruprecht_144,18 33 44.880,-11 25 30.000,Cl_Ruprecht_144
[KPS2012]_MWSC_4555,20 17 33.000,-11 21 00.000,[KPS2012]_MWSC_4555
[KPS2012]_MWSC_1571,08 48 27.000,-11 12 36.000,[KPS2012]_MWSC_1571
[KPS2012]_MWSC_1023,06 55 38.160,-11 02 06.000,[KPS2012]_MWSC_1023
[KPS2012]_MWSC_1318,07 43 43.000,-11 01 48.000,[KPS2012]_MWSC_1318
[KPS2012]_MWSC_0980,06 46 21.000,-10 59 06.000,[KPS2012]_MWSC_0980
NGC_2506,08 00 02.400,-10 46 22.800,NGC_2506
C_0704-107,07 06 56.000,-10 43 12.000,C_0704-107
Cl_Melotte_72,07 38 28.320,-10 41 52.800,Cl_Melotte_72
[KPS2012]_MWSC_1091,07 05 24.000,-10 40 48.000,[KPS2012]_MWSC_1091
[KPS2012]_MWSC_5963,05 43 57.000,-10 39 18.000,
[KPS2012]_MWSC_0700,06 00 38.000,-10 38 24.000,[KPS2012]_MWSC_0700
NGC_2343,07 08 06.960,-10 37 08.400,NGC_2343
[KPS2012]_MWSC_3136,19 30 51.000,-10 34 42.000,[KPS2012]_MWSC_3136
[BDS2003]_91,06 25 16.560,-10 33 03.600,[BDS2003]_91
C_0704-105,07 06 50.000,-10 31 12.000,C_0704-105
C_0646-104,06 48 59.520,-10 31 26.400,C_0646-104
[KPR2004b]_474,20 04 55.920,-10 33 18.000,[KPR2004b]_474
NGC_2351,07 13 32.000,-10 28 48.000,NGC_2351
[KPS2012]_MWSC_2548,17 14 06.000,-10 28 48.000,[KPS2012]_MWSC_2548
[KPS2012]_MWSC_2988,18 45 23.000,-10 27 36.000,[KPS2012]_MWSC_2988
NGC_6649,18 33 26.160,-10 23 56.400,NGC_6649
NGC_2368,07 21 05.000,-10 20 06.000,NGC_2368
[KPS2012]_MWSC_1056,07 00 13.920,-10 19 12.000,[KPS2012]_MWSC_1056
[KPS2012]_MWSC_5300,15 43 44.000,-10 18 00.000,
[KPS2012]_MWSC_0859,06 24 45.000,-10 15 54.000,[KPS2012]_MWSC_0859
NGC_2353,07 14 33.840,-10 15 25.200,NGC_2353
[KPS2012]_MWSC_0935,06 37 10.000,-10 05 06.000,[KPS2012]_MWSC_0935
NGC_2335,07 06 45.600,-10 01 22.800,NGC_2335
Cl_Ruprecht_170,18 25 20.400,-09 59 42.000,Cl_Ruprecht_170
Cl_Czernik_30,07 31 11.040,-09 56 42.000,Cl_Czernik_30
[KPS2012]_MWSC_1144,07 13 25.680,-09 53 02.400,[KPS2012]_MWSC_1144
[KPS2012]_MWSC_5329,16 43 03.000,-09 50 24.000,
NGC_2225,06 26 36.480,-09 38 34.800,NGC_2225
[KPS2012]_MWSC_1312,07 41 20.640,-09 36 25.200,[KPS2012]_MWSC_1312
[KPS2012]_MWSC_0739,06 08 13.000,-09 34 48.000,[KPS2012]_MWSC_0739
[KPS2012]_MWSC_1125,07 08 45.000,-09 25 36.000,[KPS2012]_MWSC_1125
[KPS2012]_MWSC_1155,07 15 35.280,-09 27 10.800,[KPS2012]_MWSC_1155
M_26,18 45 16.080,-09 23 09.600,M_26
[KPS2012]_MWSC_0807,06 14 02.000,-09 22 30.000,[KPS2012]_MWSC_0807
Cl_Alessi_21,07 10 45.600,-09 21 46.800,Cl_Alessi_21
[KPS2012]_MWSC_1074,07 02 51.000,-09 15 18.000,[KPS2012]_MWSC_1074
[KPS2012]_MWSC_4290,16 46 37.000,-09 11 42.000,[KPS2012]_MWSC_4290
[KPS2012]_MWSC_5062,10 12 22.000,-09 10 54.000,
[KPS2012]_MWSC_1040,06 58 41.000,-09 09 54.000,[KPS2012]_MWSC_1040
[KPS2012]_MWSC_1390,07 57 47.000,-09 09 00.000,[KPS2012]_MWSC_1390
[KPS2012]_MWSC_2659,17 39 52.000,-09 06 36.000,[KPS2012]_MWSC_2659
[KPS2012]_MWSC_1048,06 59 14.400,-09 04 40.800,[KPS2012]_MWSC_1048
NGC_6728,18 58 51.600,-08 57 10.800,NGC_6728
[KPS2012]_MWSC_0748,06 08 53.000,-08 56 48.000,[KPS2012]_MWSC_0748
[KPS2012]_MWSC_0827,06 16 38.160,-08 56 42.000,[KPS2012]_MWSC_0827
C_1633-088,16 36 25.000,-08 56 06.000,C_1633-088
[KPS2012]_MWSC_5321,16 26 50.000,-08 55 36.000,
[KPS2012]_MWSC_1111,07 07 29.520,-08 52 44.400,[KPS2012]_MWSC_1111
[IBP2002]_CC04,07 00 34.560,-08 51 39.600,[IBP2002]_CC04
[FSR2007]_0041,17 03 31.000,-08 50 18.000,[FSR2007]_0041
[KPS2012]_MWSC_1036,06 57 55.000,-08 44 42.000,[KPS2012]_MWSC_1036
[KPS2012]_MWSC_2846,18 13 48.000,-08 42 30.000,[KPS2012]_MWSC_2846
NGC_2349,07 10 43.000,-08 36 18.000,NGC_2349
[KPS2012]_MWSC_2855,18 15 07.000,-08 27 00.000,[KPS2012]_MWSC_2855
Cl_Trumpler_34,18 39 44.400,-08 26 20.400,Cl_Trumpler_34
Cl_Dias_3,07 10 23.000,-08 23 42.000,Cl_Dias_3
M_50,07 02 44.160,-08 21 54.000,M_50
NGC_6664,18 36 30.000,-08 11 38.400,NGC_6664
NAME_IRAS_06548-0815_Cluster,06 57 11.280,-08 12 07.200,NAME_IRAS_06548-0815_Cluster
[KPS2012]_MWSC_1319,07 43 41.000,-08 01 12.000,[KPS2012]_MWSC_1319
[KPS2012]_MWSC_0770,06 09 59.000,-07 59 06.000,[KPS2012]_MWSC_0770
[KPS2012]_MWSC_1521,08 39 05.000,-07 32 24.000,[KPS2012]_MWSC_1521
[KPS2012]_MWSC_5042,09 21 05.000,-07 28 30.000,
[KPS2012]_MWSC_0928,06 36 27.000,-07 19 12.000,[KPS2012]_MWSC_0928
NGC_2215,06 20 47.760,-07 16 37.200,NGC_2215
NGC_2309,06 56 04.800,-07 10 48.000,NGC_2309
[KPS2012]_MWSC_5323,16 27 04.000,-07 10 12.000,
[KPS2012]_MWSC_2958,18 35 15.000,-07 09 36.000,[KPS2012]_MWSC_2958
[KPS2012]_MWSC_1139,07 11 10.000,-07 07 00.000,[KPS2012]_MWSC_1139
NGC_2302,06 51 54.480,-07 05 09.600,NGC_2302
[KPS2012]_MWSC_0840,06 20 23.000,-07 00 18.000,[KPS2012]_MWSC_0840
[KPS2012]_MWSC_5051,09 45 52.000,-07 00 18.000,
[KPS2012]_MWSC_0667,05 47 24.000,-06 51 54.000,[KPS2012]_MWSC_0667
[KPS2012]_MWSC_2957,18 34 59.000,-06 51 00.000,[KPS2012]_MWSC_2957
[KPS2012]_MWSC_1136,07 10 48.000,-06 46 48.000,[KPS2012]_MWSC_1136
[KPS2012]_MWSC_1031,06 57 11.520,-06 37 40.800,[KPS2012]_MWSC_1031
C_1828-066,18 31 24.000,-06 38 00.000,C_1828-066
[KPS2012]_MWSC_1089,07 04 35.040,-06 37 15.600,[KPS2012]_MWSC_1089
Morgan_8,05 36 27.000,-06 25 12.000,
[KPS2012]_MWSC_1083,07 03 59.000,-06 23 06.000,[KPS2012]_MWSC_1083
[KPS2012]_MWSC_0771,06 09 59.000,-06 19 12.000,[KPS2012]_MWSC_0771
Cl_Berkeley_73,06 22 04.800,-06 19 15.600,Cl_Berkeley_73
NGC_6705,18 51 03.840,-06 16 19.200,NGC_6705
[KPR2005]_30,06 57 05.040,-06 13 48.000,[KPR2005]_30
NGC_6683,18 42 13.000,-06 12 00.000,NGC_6683
C_0701-060,07 04 06.480,-06 07 58.800,C_0701-060
[KPS2012]_MWSC_0705,06 01 15.000,-06 05 06.000,[KPS2012]_MWSC_0705
IRAS_06046-0603,06 07 11.000,-06 03 54.000,IRAS_06046-0603
C_1832-068,18 32 53.000,-06 02 06.000,C_1832-068
Cl_Stephenson_2,18 39 40.000,-06 01 48.000,Cl_Stephenson_2
C_1845-059,18 48 08.640,-05 52 33.600,C_1845-059
Wit_1,07 00 23.000,-05 49 48.000,
M_48,08 13 38.880,-05 43 33.600,M_48
NGC_2338,07 07 48.000,-05 43 00.000,NGC_2338
[KPS2012]_MWSC_1149,07 14 17.520,-05 39 28.800,[KPS2012]_MWSC_1149
[KPR2005]_38,07 27 00.000,-05 32 42.000,[KPR2005]_38
[KPS2012]_MWSC_0996,06 50 28.560,-05 26 38.400,[KPS2012]_MWSC_0996
[KPS2012]_MWSC_0643,05 41 56.000,-05 17 42.000,[KPS2012]_MWSC_0643
Teutsch_145,18 42 28.080,-05 14 56.400,Teutsch_145
[KPS2012]_MWSC_0913,06 34 32.000,-05 14 42.000,[KPS2012]_MWSC_0913
NGC_6704,18 50 44.880,-05 12 10.800,NGC_6704
[KPS2012]_MWSC_1325,07 44 33.000,-05 09 36.000,[KPS2012]_MWSC_1325
[KPS2012]_MWSC_1194,07 22 37.000,-05 06 54.000,[KPS2012]_MWSC_1194
NGC_2250,06 33 41.000,-05 04 48.000,NGC_2250
C_0700-050,07 03 26.400,-05 01 15.600,C_0700-050
EM*_AS_310,18 33 20.000,-04 58 18.000,EM*_AS_310
[KPS2012]_MWSC_1042,06 58 46.000,-04 55 48.000,[KPS2012]_MWSC_1042
[AL67]_Cl*_5,18 44 18.960,-04 55 51.600,[AL67]_Cl*_5
[BDS2003]_90,06 59 38.000,-04 51 36.000,[BDS2003]_90
NGC_6682,18 39 39.000,-04 48 00.000,NGC_6682
NGC_2232,06 27 33.120,-04 44 56.400,NGC_2232
NGC_2219,06 23 44.000,-04 41 42.000,NGC_2219
Cl_Berkeley_39,07 46 48.480,-04 39 54.000,Cl_Berkeley_39
Sh2_287C,06 59 37.000,-04 40 00.000,
NGC_2311,06 57 49.200,-04 36 57.600,NGC_2311
[BDS2003]_88,06 54 34.000,-04 31 48.000,[BDS2003]_88
[KPR2005]_27,06 53 56.000,-04 23 24.000,[KPR2005]_27
Cl_Dolidze_33,18 41 14.000,-04 22 24.000,Cl_Dolidze_33
Ass_Mon_OB_3,06 58 37.000,-04 20 06.000,Ass_Mon_OB_3
Cl_Dolidze_34,18 41 54.000,-04 16 00.000,Cl_Dolidze_34
Cl_Trumpler_35,18 42 57.840,-04 12 54.000,Cl_Trumpler_35
C_0628-041,06 31 00.960,-04 10 58.800,C_0628-041
[KPS2012]_MWSC_2891,18 19 46.000,-04 12 54.000,[KPS2012]_MWSC_2891
[FSR2007]_0088,18 50 40.080,-04 09 28.800,[FSR2007]_0088
[KPS2012]_MWSC_2894,18 20 08.000,-04 05 12.000,[KPS2012]_MWSC_2894
[IBP2002]_CC09,06 59 44.000,-04 04 00.000,[IBP2002]_CC09
Cl_Dolidze_32,18 41 02.400,-04 03 14.400,Cl_Dolidze_32
RAFGL_5216,06 59 17.000,-03 58 12.000,RAFGL_5216
[KPS2012]_MWSC_2856,18 15 13.000,-03 55 30.000,[KPS2012]_MWSC_2856
[FSR2007]_1099,06 34 30.000,-03 50 24.000,[FSR2007]_1099
[BDS2003]_10,18 46 20.000,-03 47 42.000,[BDS2003]_10
PN_MaC_1-1,06 58 44.000,-03 41 06.000,PN_MaC_1-1
[KPS2012]_MWSC_2989,18 45 56.000,-03 36 24.000,[KPS2012]_MWSC_2989
[KPS2012]_MWSC_3004,18 50 18.000,-03 34 36.000,[KPS2012]_MWSC_3004
[KPS2012]_MWSC_3265,20 08 26.000,-03 32 36.000,[KPS2012]_MWSC_3265
[KPS2012]_MWSC_5745,20 21 05.000,-03 31 48.000,
[FSR2007]_0089,18 48 44.000,-03 31 06.000,[FSR2007]_0089
NGC_2184,06 06 45.600,-02 00 00.000,NGC_2184
[KPS2012]_MWSC_5337,17 07 25.000,-03 20 06.000,
[KPS2012]_MWSC_0593,05 36 19.000,-03 16 48.000,[KPS2012]_MWSC_0593
Cl_Berkeley_77,07 21 26.880,-03 14 02.400,Cl_Berkeley_77
NGC_2286,06 47 39.840,-03 10 01.200,NGC_2286
[KPS2012]_MWSC_2854,18 14 59.000,-03 09 18.000,[KPS2012]_MWSC_2854
Wit_2,07 01 22.000,-03 07 00.000,
[KPS2012]_MWSC_0567,05 32 07.000,-03 02 06.000,[KPS2012]_MWSC_0567
[KPS2012]_MWSC_1217,07 25 07.000,-02 54 00.000,[KPS2012]_MWSC_1217
[KPS2012]_MWSC_1210,07 24 33.000,-02 53 00.000,[KPS2012]_MWSC_1210
[KPS2012]_MWSC_0938,06 37 42.000,-02 49 06.000,[KPS2012]_MWSC_0938
[BDS2003]_125,18 46 04.000,-02 39 18.000,[BDS2003]_125
[KPS2012]_MWSC_1302,07 40 10.000,-02 05 06.000,[KPS2012]_MWSC_1302
[KPR2005]_19,05 27 55.680,-01 59 13.200,[KPR2005]_19
[KPS2012]_MWSC_0951,06 40 07.000,-01 44 42.000,[KPS2012]_MWSC_0951
[KPS2012]_MWSC_0830,06 17 53.000,-01 41 24.000,[KPS2012]_MWSC_0830
[KPR2005]_29,06 54 17.040,-01 40 12.000,[KPR2005]_29
[KPS2012]_MWSC_1118,07 08 06.000,-01 31 42.000,[KPS2012]_MWSC_1118
[KPS2012]_MWSC_1126,07 09 12.000,-01 30 07.200,[KPS2012]_MWSC_1126
Cl_Berkeley_80,18 54 21.840,-01 12 50.400,Cl_Berkeley_80
Cl_Berkeley_79,18 45 00.000,-01 08 45.600,Cl_Berkeley_79
Cl_Alessi_60,07 02 28.560,-01 07 12.000,Cl_Alessi_60
[KPS2012]_MWSC_1316,07 42 31.000,-01 02 12.000,[KPS2012]_MWSC_1316
[FSR2007]_0094,18 49 53.000,-01 01 18.000,[FSR2007]_0094
Cl_Berkeley_37,07 20 18.000,-01 00 07.200,Cl_Berkeley_37
C_0719-008,07 21 50.160,-00 59 16.800,C_0719-008
NGC_6775,19 16 48.000,-00 55 18.000,NGC_6775
[KPS2012]_MWSC_0960,06 42 04.000,-00 53 00.000,[KPS2012]_MWSC_0960
Cl_Collinder_70,05 35 47.000,-00 52 48.000,Cl_Collinder_70
Cl_Berkeley_24,06 37 48.480,-00 52 26.400,Cl_Berkeley_24
[KPS2012]_MWSC_1182,07 20 51.000,-00 50 36.000,[KPS2012]_MWSC_1182
[KPS2012]_MWSC_0925,06 36 05.000,-00 40 00.000,[KPS2012]_MWSC_0925
[KPS2012]_MWSC_5740,20 15 42.000,-00 37 48.000,
Patchick_90,06 44 43.440,-00 31 55.200,Patchick_90
NGC_6735,19 00 37.200,-00 29 52.800,NGC_6735
Cl_Berkeley_81,19 01 40.560,-00 27 14.400,Cl_Berkeley_81
[KPS2012]_MWSC_0917,06 34 36.960,-00 15 54.000,[KPS2012]_MWSC_0917
Cl_Berkeley_34,07 00 23.280,-00 14 20.400,Cl_Berkeley_34
[KPS2012]_MWSC_1007,06 53 09.600,-00 11 31.200,[KPS2012]_MWSC_1007
[KPR2005]_28,06 54 18.000,-00 09 00.000,[KPR2005]_28
[KPS2012]_MWSC_4288,16 44 11.000,-00 08 06.000,[KPS2012]_MWSC_4288
[KPS2012]_MWSC_1085,07 03 58.000,-00 05 06.000,[KPS2012]_MWSC_1085
[KPS2012]_MWSC_3043,19 03 53.000,-00 01 18.000,[KPS2012]_MWSC_3043
[KPS2012]_MWSC_0984,06 47 02.000,-00 00 36.000,[KPS2012]_MWSC_0984
NAME_Herschel_1,07 46 41.760,00 08 13.200,NAME_Herschel_1
[KPS2012]_MWSC_0986,06 47 32.000,00 01 48.000,[KPS2012]_MWSC_0986
[KPS2012]_MWSC_2754,17 56 38.000,00 03 30.000,[KPS2012]_MWSC_2754
C_0640+000,06 42 38.000,00 06 00.000,C_0640+000
Teutsch_146,18 51 27.000,00 10 30.000,Teutsch_146
Cl_Berkeley_20,05 32 36.480,00 11 06.000,Cl_Berkeley_20
[KPS2012]_MWSC_1024,06 55 53.520,00 13 55.200,[KPS2012]_MWSC_1024
C_0642+003,06 45 07.000,00 14 24.000,C_0642+003
C_0646+004,06 48 50.000,00 22 48.000,C_0646+004
[KPS2012]_MWSC_5748,20 28 58.000,00 24 00.000,
NGC_2112,05 53 48.480,00 24 10.800,NGC_2112
[KPS2012]_MWSC_5022,08 16 24.000,00 27 00.000,
NGC_2301,06 51 46.320,00 27 54.000,NGC_2301
[KPS2012]_MWSC_0571,05 32 26.000,00 31 48.000,[KPS2012]_MWSC_0571
[FSR2007]_0098,18 47 37.000,00 36 24.000,[FSR2007]_0098
[KPR2005]_22,06 14 31.000,00 39 36.000,[KPR2005]_22
[KPS2012]_MWSC_1038,06 58 16.000,00 53 00.000,[KPS2012]_MWSC_1038
[KPR2005]_18,05 26 15.000,00 54 00.000,[KPR2005]_18
NGC_2324,07 04 07.920,01 02 45.600,NGC_2324
NGC_2189,06 12 07.000,01 03 18.000,NGC_2189
NGC_2262,06 39 37.200,01 08 49.200,NGC_2262
[KPS2012]_MWSC_1407,08 00 20.000,01 15 36.000,[KPS2012]_MWSC_1407
[KPS2012]_MWSC_4317,17 10 28.000,01 15 54.000,[KPS2012]_MWSC_4317
C_1745+013,17 48 04.320,01 31 30.000,C_1745+013
Teutsch_13,06 43 56.160,01 24 14.400,Teutsch_13
[KPS2012]_MWSC_4547,20 12 13.000,01 31 30.000,[KPS2012]_MWSC_4547
[KPS2012]_MWSC_0947,06 39 58.000,01 32 00.000,[KPS2012]_MWSC_0947
[KPS2012]_MWSC_3054,19 09 03.000,01 32 12.000,[KPS2012]_MWSC_3054
[KPS2012]_MWSC_1140,07 11 37.000,01 36 18.000,[KPS2012]_MWSC_1140
Cl_Alessi_44,19 41 18.000,01 35 31.200,Cl_Alessi_44
NAME_25_Ori_Group,05 24 47.520,01 39 18.000,NAME_25_Ori_Group
NAME_HR_1833_Cluster,05 28 45.000,01 38 24.000,NAME_HR_1833_Cluster
Cl_Alessi_15,06 43 04.080,01 40 19.200,Cl_Alessi_15
[KPS2012]_MWSC_1375,07 53 01.000,01 43 12.000,[KPS2012]_MWSC_1375
C_0641+016,06 44 44.000,01 44 06.000,C_0641+016
C_0643+018,06 46 38.160,01 46 33.600,C_0643+018
NAME_Saurer_A_Cluster,07 20 56.000,01 48 00.000,NAME_Saurer_A_Cluster
[KPS2012]_MWSC_0985,06 47 10.000,01 57 54.000,[KPS2012]_MWSC_0985
[KPS2012]_MWSC_3119,19 25 47.000,02 00 18.000,[KPS2012]_MWSC_3119
C_0635+020,06 38 42.480,02 04 08.400,C_0635+020
[KPR2005]_35,07 12 41.000,02 06 18.000,[KPR2005]_35
Cl_Alessi_16,06 43 34.000,02 10 30.000,Cl_Alessi_16
Cl_Alessi_59,06 52 18.720,02 11 45.600,Cl_Alessi_59
[KPS2012]_MWSC_5656,05 16 39.000,02 12 36.000,
[KPS2012]_MWSC_5346,17 17 12.000,02 12 42.000,
C_0619+023,06 21 50.000,02 22 24.000,C_0619+023
Cl_Berkeley_35,07 09 57.840,02 44 02.400,Cl_Berkeley_35
[FSR2007]_0101,18 49 14.000,02 46 00.000,[FSR2007]_0101
C_0627+029,06 30 31.000,02 50 42.000,C_0627+029
Cl_Melotte_186,18 02 23.520,03 15 36.000,Cl_Melotte_186
[KPS2012]_MWSC_5356,17 28 23.000,02 53 24.000,
Cl_Berkeley_28,06 52 06.720,02 55 19.200,Cl_Berkeley_28
[KPS2012]_MWSC_0873,06 28 21.000,02 56 06.000,[KPS2012]_MWSC_0873
NGC_2319,07 00 41.000,03 02 06.000,NGC_2319
NAME_CV_Mon_Cluster,06 37 06.000,03 04 40.800,NAME_CV_Mon_Cluster
[KPS2012]_MWSC_1145,07 13 26.000,03 08 54.000,[KPS2012]_MWSC_1145
Cl_Berkeley_30,06 57 45.120,03 13 44.400,Cl_Berkeley_30
[KPS2012]_MWSC_0883,06 30 18.000,03 23 24.000,[KPS2012]_MWSC_0883
NGC_2270,06 43 59.000,03 28 12.000,NGC_2270
[KPR2005]_31,07 01 05.000,03 31 48.000,[KPR2005]_31
[KPR2005]_21,05 28 42.960,03 31 37.200,[KPR2005]_21
[KPS2012]_MWSC_1192,07 22 00.720,03 33 25.200,[KPS2012]_MWSC_1192
[KPS2012]_MWSC_1003,06 52 11.040,03 39 43.200,[KPS2012]_MWSC_1003
[KPS2012]_MWSC_0926,06 36 17.280,04 00 39.600,[KPS2012]_MWSC_0926
[KPS2012]_MWSC_5154,12 24 58.000,04 02 42.000,
NGC_6481,17 52 48.000,04 10 00.000,NGC_6481
[KPS2012]_MWSC_2830,18 10 04.000,04 13 18.000,[KPS2012]_MWSC_2830
NGC_6755,19 07 46.080,04 13 26.400,NGC_6755
Cl_Czernik_39,19 07 42.240,04 20 13.200,Cl_Czernik_39
[KPS2012]_MWSC_0497,05 17 31.000,04 25 06.000,[KPS2012]_MWSC_0497
RMC-4b,06 34 14.000,04 27 36.000,
[KPS2012]_MWSC_5344,17 15 29.000,04 34 12.000,
Cl_Dias_2,06 09 09.840,04 34 22.800,Cl_Dias_2
C_0620+046,06 23 14.000,04 35 24.000,C_0620+046
NGC_2269,06 43 16.320,04 37 40.800,NGC_2269
C_0635+047,06 36 48.720,04 58 19.200,C_0635+047
NGC_6756,19 08 43.440,04 42 39.600,NGC_6756
[FSR2007]_0128,20 31 01.000,04 43 12.000,[FSR2007]_0128
C_0633+048,06 36 27.000,04 46 24.000,C_0633+048
NGC_2180,06 09 45.000,04 48 18.000,NGC_2180
[KPS2012]_MWSC_5350,17 22 01.000,04 54 54.000,
Cl_Czernik_38,18 49 48.240,04 57 54.000,Cl_Czernik_38
C_0620+051,06 22 55.000,05 06 00.000,C_0620+051
[KPS2012]_MWSC_0789,06 12 16.000,05 11 06.000,[KPS2012]_MWSC_0789
[KPS2012]_MWSC_5351,17 23 13.000,05 20 30.000,
Cl_Berkeley_78,07 23 39.120,05 22 12.000,Cl_Berkeley_78
NGC_2252,06 34 30.000,05 22 12.000,NGC_2252
[KPS2012]_MWSC_0671,05 48 02.000,05 23 42.000,[KPS2012]_MWSC_0671
IC_4756,18 38 35.760,05 26 06.000,IC_4756
NGC_2186,06 12 07.440,05 27 10.800,NGC_2186
[KPS2012]_MWSC_2839,18 12 22.000,05 28 30.000,[KPS2012]_MWSC_2839
[KPS2012]_MWSC_0530,05 24 27.000,05 28 36.000,[KPS2012]_MWSC_0530
NAME_Archinal_1,18 54 50.160,05 33 00.000,NAME_Archinal_1
[BDS2003]_11,19 08 44.000,05 35 48.000,[BDS2003]_11
IC_4665,17 46 12.960,05 36 54.000,IC_4665
[KPS2012]_MWSC_1376,07 53 34.000,05 42 00.000,[KPS2012]_MWSC_1376
[FSR2007]_0091,17 38 21.000,05 43 18.000,[FSR2007]_0091
